	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000062116	3.66643	0.784279	1.70371	2.81233	1.52672	2.89651	2.05427	2.30085	2.75607	2.61374
ENSMUSG00000062121	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062124	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062127	4.07736	3.66475	6.44781	6.61649	5.36639	11.3402	8.87049	7.32413	12.463	5.7036
ENSMUSG00000062128	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062132	0	0	0	0	0	0.00902077	0.0205223	0	0	0
ENSMUSG00000062142	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062147	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062149	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062151	0.00822027	0.715872	0.630732	1.24255	0.0699729	0.169072	0.0476403	0.0585286	4.19852	0.0249982
ENSMUSG00000062152	0.225967	0	0	0.05988	0.144512	0.0336606	0	0	0.206716	0.0312943
ENSMUSG00000062154	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062157	0	0	0.0424713	0.0364028	0	0	0	0	0.146505	0.259402
ENSMUSG00000062162	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062165	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062168	0.316038	0	0.0794805	0.294949	0.264949	0.316735	0.234111	2.55442	0.0140319	0.00571564
ENSMUSG00000062169	27.4871	22.1081	16.7166	12.1449	13.1391	18.734	14.0275	15.0918	34.7987	31.7031
ENSMUSG00000062170	0	0.0336041	0	0	0	0	0	0	0	0
ENSMUSG00000062172	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062175	0	1.00026	0.354437	0.167076	0.326483	0.236499	0.104686	0.377259	0.155526	1.4608
ENSMUSG00000062181	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062184	0.998816	1.45663	1.98789	0.688562	1.30937	12.4955	10.8178	10.3727	14.8137	4.53987
ENSMUSG00000062185	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062186	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062190	38.4262	71.0682	152.959	127.215	130.575	103.276	133.087	153.793	97.4794	55.5719
ENSMUSG00000062195	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062196	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062198	10.2234	7.30859	2.14829	4.5769	3.42295	3.76986	1.35274	4.01265	4.92411	5.99059
ENSMUSG00000062199	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062200	0	0	0	0	0	0	0	0	0	0.0445875
ENSMUSG00000062201	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062202	52.7104	28.3615	30.0169	21.6911	18.2215	34.1651	33.6538	22.9823	16.5261	13.457
ENSMUSG00000062203	77.8784	44.3604	52.3708	52.5588	72.9786	60.9094	43.6559	50.1348	65.8218	31.2807
ENSMUSG00000062204	0	0.123645	0.0422185	0	0.0186221	0	0.0375043	0	0.0677487	0.4365
ENSMUSG00000062209	0	0.195819	0.211163	0.0651963	0.139548	0.0370174	0.0668952	0.163891	9.86677	193.583
ENSMUSG00000062210	0	0.655598	0	0.0775611	1.29149	0.0225959	0.199342	0.43986	0.0251791	0.0338295
ENSMUSG00000062211	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062224	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062232	67.3127	37.8227	94.0383	61.4775	55.0533	68.5951	63.6373	47.4963	36.9076	19.1498
ENSMUSG00000062234	26.8942	36.2925	56.5946	50.4758	67.6369	51.9937	48.4468	52.5329	48.2053	46.3031
ENSMUSG00000062235	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062237	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062239	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062245	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062248	0	1.16967	1.68792	0.125953	1.95026	0.347824	0.414621	0.452038	2.29748	2.79637
ENSMUSG00000062252	0	0.0548505	0.96747	0.945601	0.676184	0.810416	0.231418	0.606155	9.59263	8.68459
ENSMUSG00000062257	80.8831	29.6279	250.054	154.863	83.0859	140.25	177.095	192.987	157.431	157.654
ENSMUSG00000062270	154.172	129.418	192.435	185.733	173.389	150.406	176.531	183.935	198.081	190.007
ENSMUSG00000062272	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062275	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062278	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062279	0	0	0	0.0373914	0	0	0	0	0.0634447	0
ENSMUSG00000062280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062284	2.30773	2.58685	0.4247	0.937745	2.06518	1.70948	0.536501	0.389068	2.32012	2.71836
ENSMUSG00000062285	0	0	0	0	0	0	0	0	0.138994	0
ENSMUSG00000062296	45.2394	38.9633	9.25301	15.5728	13.4485	27.6521	17.4516	17.9453	9.47728	9.76769
ENSMUSG00000062300	0	0.149353	0.0216472	0.601523	0.00859001	0.019567	0	0.170101	1.87364	2.56908
ENSMUSG00000062309	0.400814	0.190783	0.858252	0.768601	0.322991	0.0966303	0.146955	0.280304	83.124	47.0837
ENSMUSG00000062310	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062312	0.00978554	0.281118	0.0544388	0.0223588	0.0160999	0.0297411	0	0	0.0912584	0.014158
ENSMUSG00000062314	0	0	0	0	0	0	0	0	0	0.0257333
ENSMUSG00000062319	4.26909	10.7137	0.533994	1.58297	1.81144	2.9796	0.809281	4.86368	0.156833	0.352189
ENSMUSG00000062327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062328	117.739	75.6692	65.7085	85.379	49.9677	71.601	83.9185	78.6729	226.47	118.448
ENSMUSG00000062329	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062345	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062352	30.5419	9.04289	14.3466	20.9562	13.5104	24.3689	31.2667	29.109	32.2612	43.1579
ENSMUSG00000062353	0.502587	0.339065	0	0.112619	0.0408057	0.0646341	0.0669998	0.0831799	0.12672	25.9745
ENSMUSG00000062358	0.0573627	0.115573	0	0	0	0.0167028	0	0	0.0426461	0
ENSMUSG00000062365	0	0.0257363	0	0	0	0.0165288	0.0804928	0	0.0220391	0.0492776
ENSMUSG00000062369	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062372	0.204	5.28841	0.147058	0.0117562	0.00289534	0.0190028	0.0741193	0.790087	0.0507817	0.0167588
ENSMUSG00000062373	11.2759	18.2739	39.4015	17.4253	18.6011	25.2964	21.3182	30.1032	96.8864	119.743
ENSMUSG00000062376	15.6455	17.3442	19.7162	16.0365	17.8391	14.9618	15.8763	20.5673	33.9216	19.0676
ENSMUSG00000062380	8.47978	12.838	47.6378	49.7189	40.4637	45.7079	62.258	66.5344	122.385	120.127
ENSMUSG00000062381	66.8976	32.5116	38.3448	49.0631	37.4019	42.6508	37.3772	36.7226	97.0977	86.8626
ENSMUSG00000062382	0.118375	0	0	0	0	0	0.0377146	0	0	0.0163939
ENSMUSG00000062383	0	8.11756	0	6.2716	0	0.0462165	0	2.19897	1.4886	0
ENSMUSG00000062388	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062391	0	0.558479	0	0	0	0	0	0.140849	0	0
ENSMUSG00000062393	0.00799276	0	0	0.00364703	0.0857317	0	1.00229	1.24645	0	0
ENSMUSG00000062397	47.2156	40.7569	59.8256	52.3055	26.9814	44.9945	38.8942	44.7631	54.0604	40.6475
ENSMUSG00000062400	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062410	0.437705	1.28424	0.58945	0.373807	0.677812	0.567915	0.723359	0.542829	0.118507	0.656816
ENSMUSG00000062417	0	0.435635	0.101964	0.027285	0	0.0576206	0	0.0814535	0	0
ENSMUSG00000062421	22.6153	13.3245	10.492	15.1553	14.6546	17.6285	18.0758	13.1594	11.7716	14.0756
ENSMUSG00000062426	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062432	0	0.0509128	0	0.400076	0.0195707	0.0524424	0	0	0	0
ENSMUSG00000062433	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062434	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062438	0	0.392567	0.121333	0.00954416	0	0.00563981	0.270144	0.0242945	0	0.00492459
ENSMUSG00000062444	35.749	20.1219	31.6948	36.3406	31.2692	33.8254	35.7723	43.8631	42.283	30.816
ENSMUSG00000062456	0	0.0330404	0	0.0185013	0	0	0	0.0641461	0.145947	0
ENSMUSG00000062458	0	0	0.0452638	0.0285581	0.0409936	0.0273934	0	0.0990146	0.0484566	0.0700944
ENSMUSG00000062461	0.110604	0.144365	0.0730822	0.0586654	0	0.0330557	0	0	0	0
ENSMUSG00000062464	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062470	30.955	4.30602	1.43542	2.13904	2.12743	6.03997	4.54165	4.42822	1.48316	2.17368
ENSMUSG00000062472	0	0	0	0	0.0388952	0	0	0	0	0
ENSMUSG00000062477	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062478	0	0	0	0	0	0	0	0	0.0221354	0
ENSMUSG00000062480	12.6824	14.4457	20.9728	23.0566	19.1924	23.4868	26.9326	21.9267	30.3764	29.6279
ENSMUSG00000062483	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062488	0	0	0.220074	0.741669	0	0	0	0.129511	44.4912	13.9092
ENSMUSG00000062496	0.927475	0.973153	0.654498	0.451306	0.775798	0.580986	0.743227	0.326809	0.543441	1.32998
ENSMUSG00000062497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062501	0	0.531633	0.329743	0.697983	0.41146	0.537613	0.504172	0.462094	0.699959	0.601535
ENSMUSG00000062510	0.301783	0.632457	0.27118	0.579362	0.130143	0.436633	0.690702	0.529494	0.454289	0.191537
ENSMUSG00000062511	1.4262	5.28284	1.05616	0.871577	1.34955	2.35923	0.887564	0.663439	0.561412	2.64401
ENSMUSG00000062515	0	0	0.0619624	0.0390937	0.0536735	0	0	0	0	0.066838
ENSMUSG00000062518	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062519	10.5902	12.1054	6.68442	6.68484	5.24487	6.06388	4.47533	9.90286	8.00359	9.71478
ENSMUSG00000062524	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062526	0.616752	4.01753	2.62374	2.41593	0.761919	0.740064	2.41892	2.55789	5.73482	11.8135
ENSMUSG00000062527	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062528	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062536	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062540	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062542	1.74837	0.0834636	0	2.58043	0.0136861	0.0187291	0.28777	4.55037	0.113738	0.0118551
ENSMUSG00000062543	0	0	0	0	0.0150883	0.0378135	0	0	0	0
ENSMUSG00000062545	0	0	0	0	0	0	0	0	0.0439083	0
ENSMUSG00000062546	0	0	0	0	0	0	0	0	0	0.0339666
ENSMUSG00000062551	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062553	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062554	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062556	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062561	3.94585	2.03854	0.0376251	1.41164	0.00690394	0.0173063	0.0606524	0.573335	9.18318	4.33178
ENSMUSG00000062563	5.35801	5.81655	2.34936	3.573	6.3181	6.58917	13.5527	8.29276	2.00627	2.98276
ENSMUSG00000062564	0	0.0833105	0	0	0	0	0	0	0	0
ENSMUSG00000062580	62.2644	83.9198	107.634	96.3421	127.62	98.5796	111.685	110.484	94.9128	187.942
ENSMUSG00000062582	0	0	0	0	0	0	0	0	0.124115	0
ENSMUSG00000062585	0	0	0.0262693	0.055446	0	0.0266128	0	0	0.0820996	0
ENSMUSG00000062588	0.59478	0.141234	0.0490833	0.00848184	0.0476743	0.0614853	0	0.0771615	0.0129713	0.0302604
ENSMUSG00000062590	11.0391	10.9533	4.87449	12.4121	9.32738	9.03869	7.55676	13.3757	4.81297	9.26611
ENSMUSG00000062591	135.664	103.17	570.066	384.863	571.797	302.002	289.661	285.541	296.555	195.602
ENSMUSG00000062593	0	0	0	0	0	0	0	0	2.25207	0.0119941
ENSMUSG00000062598	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062604	33.1247	36.3946	47.877	46.4493	47.9918	52.0108	48.1568	51.7896	49.9583	66.0231
ENSMUSG00000062608	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062609	0	0	0	0	0.0316806	0.02117	0.0102725	0	0	0
ENSMUSG00000062611	0	0.02797	0.0737301	0.0156621	0.0438129	0	0.141736	0	5.24587	4.8978
ENSMUSG00000062619	5.85152	2.31177	0.906754	1.84161	1.13473	2.88893	0.993843	0.306836	5.18756	2.23636
ENSMUSG00000062621	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062624	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062627	37.8889	61.4054	21.6213	28.8073	32.8872	29.3555	37.0706	45.5606	10.1522	24.7987
ENSMUSG00000062629	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062632	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062638	0.216376	0	0	0	0	0	0	0	0	0
ENSMUSG00000062646	4.70018	5.72416	7.26165	5.43312	2.44638	4.56238	5.14685	4.73936	2.90732	4.20603
ENSMUSG00000062647	171.825	94.0583	84.8634	96.2634	92.7591	94.7968	92.0208	89.5912	174.273	112.277
ENSMUSG00000062649	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062651	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062661	35.5101	15.3972	21.893	19.8029	19.7236	15.1015	16.1723	15.7545	19.9361	43.2112
ENSMUSG00000062678	0	0	0	0.0348777	0	0.0789959	0	0	0	0
ENSMUSG00000062683	68.9501	53.664	37.5312	37.976	28.4094	34.0693	26.5793	40.0275	133.277	95.0482
ENSMUSG00000062687	0	0	0.0164053	0.0191157	0.015197	0	0	0.0210845	0	0
ENSMUSG00000062691	7.77488	8.06002	10.1721	7.8323	6.60904	5.49544	3.35917	9.65045	17.0765	15.9579
ENSMUSG00000062694	0	0	0	0	0	0	0	0	0.246675	1.07984
ENSMUSG00000062695	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062704	0	0.686503	0.0804873	0.710858	0.492498	0.237845	1.70932	0.644334	0.171296	0
ENSMUSG00000062705	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062710	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062712	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062713	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062726	0	0	0	0	0	0	0	0	0.0227173	0.0457805
ENSMUSG00000062727	0.113927	0	0	0	0	0	0	0	0	0
ENSMUSG00000062729	6.95017	10.051	2.56551	2.38734	1.96072	3.3314	1.46336	5.99139	3.90193	2.95669
ENSMUSG00000062732	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062742	0	0	0.0488172	0.0391898	0.0480656	0	0	0	0.104465	0
ENSMUSG00000062743	0.318808	0.66077	0.625199	0.484909	0.584419	1.53329	0.839399	0.64598	1.85843	0.814807
ENSMUSG00000062751	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062753	4.55715	12.6577	9.5929	16.7338	14.9262	8.94098	4.29947	9.44587	42.4467	35.0796
ENSMUSG00000062757	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062758	0.467003	0.0299966	0.0231632	0.0876909	0.0208231	0.0740083	0.114427	0.0569452	0.205231	0.175269
ENSMUSG00000062760	41.1791	36.6271	12.5421	12.7273	25.4532	0.237937	5.16964	7.95953	8.80663	5.35193
ENSMUSG00000062761	6.57548	12.9728	6.4784	10.0023	7.42228	7.08554	11.7041	12.7685	17.7478	13.6528
ENSMUSG00000062762	33.5195	29.4392	35.8333	40.5373	52.452	34.0638	50.6232	44.2889	38.6808	52.553
ENSMUSG00000062773	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062778	0.486678	1.26638	0.0791081	0.760008	0.237985	0.0346012	0.672927	2.71407	0	0
ENSMUSG00000062782	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062785	94.3313	25.4499	27.5298	14.8039	12.8831	23.1226	14.3687	13.8855	9.6847	60.4494
ENSMUSG00000062791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062793	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062794	4.56753	7.88728	4.15894	3.15224	3.47898	4.4603	3.34528	4.41743	1.14627	1.59321
ENSMUSG00000062797	103.617	78.5849	119.392	72.8901	76.3259	120.315	122.225	104.521	65.0331	62.343
ENSMUSG00000062808	3.75038	1.31469	0.688238	0.205507	0.282796	0.0478123	0	0.181321	0.142963	0.546146
ENSMUSG00000062813	0.103036	0.0479366	0	0	0	0.152651	0.0730523	0	0.0766017	0.158223
ENSMUSG00000062814	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062818	0	0	0	0	0.169268	0	0	0	0.00781327	0
ENSMUSG00000062822	7.68783	11.1832	7.3886	13.3591	7.16797	8.65611	13.57	11.4245	14.8115	13.5512
ENSMUSG00000062825	121.231	110.241	115.869	153.249	185.473	130.697	150.21	126.916	112.008	63.4918
ENSMUSG00000062826	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062833	0	0	0	0.543331	0	0	0	0	0	0
ENSMUSG00000062841	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062844	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062846	0	0	0	0	0	0.0250388	0.113927	0	0	0
ENSMUSG00000062859	0.244614	3.86793	0.0326736	0.208316	0	0	0	0	0	0.00543874
ENSMUSG00000062861	0.255	1.45779	1.46606	1.88457	1.42645	1.63883	1.97957	2.52414	5.17931	3.21819
ENSMUSG00000062866	0.800954	8.1382	7.49097	22.9763	29.4693	0.200747	1.37855	5.58032	4.47392	5.05484
ENSMUSG00000062867	11.4534	6.86692	5.19818	7.40024	6.19166	6.36145	5.52345	5.59482	13.6641	7.20082
ENSMUSG00000062868	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062873	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062874	0	0	0	0	0	0.0175011	0	0	0.0517821	0
ENSMUSG00000062878	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062892	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062896	0.130093	0.240556	0.0955626	0.229609	0.092754	0.0810052	0.321067	0	0.341892	0.0810641
ENSMUSG00000062901	18.6033	19.868	22.5928	20.2063	22.4421	16.4458	16.7281	18.6046	20.8324	17.8292
ENSMUSG00000062905	0	0.0728458	0	0.0059218	0.219573	0	0.0353274	0.337741	0.0259547	0
ENSMUSG00000062906	1.67527	2.32892	0.655446	1.24986	0.46703	0.78627	1.34879	0.419335	1.39649	1.13691
ENSMUSG00000062908	9.13933	5.06408	10.2777	5.09839	2.66331	2.43313	5.30612	1.94886	10.1035	7.21099
ENSMUSG00000062914	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062929	15.2737	20.2725	36.9569	27.9998	35.7687	24.6708	24.5787	32.1395	62.9293	45.8423
ENSMUSG00000062931	5.98932	8.13352	13.054	9.92296	11.4902	16.7719	22.769	15.8813	7.14682	10.8185
ENSMUSG00000062933	0.672085	0.0931997	0.101774	0.137972	0.0982615	0.128246	0.135011	0.253877	0.49373	0.166757
ENSMUSG00000062936	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062937	1.07022	2.05396	2.85877	4.49023	2.48873	1.89304	1.83998	2.70657	4.64592	4.90202
ENSMUSG00000062939	0	0	0	0.0280746	0	0.00897614	0.0612653	0	0.0537645	0.0927476
ENSMUSG00000062942	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062944	0.898346	0.216478	0.638083	0.872218	0.337463	0.348605	0.343478	0.454663	0.693069	0.476238
ENSMUSG00000062949	5.2451	5.39257	3.97496	1.93016	1.28437	1.09322	1.12629	1.44613	3.68289	2.54583
ENSMUSG00000062952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062960	0.400246	0.925669	0.153795	0.285721	0	0	0	0.211907	0.044736	0.0193905
ENSMUSG00000062961	1.09894	6.25809	6.13389	6.62567	7.48696	6.63215	7.89413	5.8227	3.24447	2.21754
ENSMUSG00000062962	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062963	26.4758	19.0079	25.5761	26.4275	34.5559	36.6486	23.48	21.7214	44.3634	43.0895
ENSMUSG00000062980	0	0.223049	0.0110006	0.189252	0.458288	0	0	0.20909	0.509323	0.135233
ENSMUSG00000062981	85.5341	39.8042	33.1699	46.3296	45.5561	34.2932	41.4525	36.9981	67.4872	115.394
ENSMUSG00000062987	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062991	3.45184	5.19486	0.478337	3.08428	0.315596	0.280796	0.478762	0.770183	24.1133	1.66951
ENSMUSG00000062995	23.3867	25.6689	17.6888	19.9114	24.7167	27.8258	18.4316	13.7045	14.9743	30.1747
ENSMUSG00000062996	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062997	64.7648	26.5944	27.9948	29.5728	19.5998	35.4665	33.7772	30.8797	111.424	94.4686
ENSMUSG00000063001	0	0	0	0.0329335	0	0	0	0.110514	0	0
ENSMUSG00000063011	0.208801	0.718604	0	0.372619	0	0	0.0164489	0.0994294	0	0
ENSMUSG00000063015	279.795	143.09	196.404	126.151	184.485	133.393	101.589	111.437	93.6584	169.352
ENSMUSG00000063018	80.4556	35.8092	6.14148	30.4029	16.0439	9.96772	23.1245	24.6599	29.577	10.5307
ENSMUSG00000063019	9.92681	6.82884	18.5231	13.1435	12.2471	15.0139	13.2721	9.21612	18.5206	15.0385
ENSMUSG00000063020	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063021	0.478023	2.3276	0.774309	0.839366	0.237549	1.5596	1.10156	0.861615	1.59296	0.138323
ENSMUSG00000063047	3.03282	5.00609	4.75036	5.42808	3.94426	3.00704	4.99143	3.207	2.13602	2.45349
ENSMUSG00000063049	10.9321	11.3971	15.0871	12.7018	11.2098	16.6379	24.7614	13.4146	6.27437	4.65117
ENSMUSG00000063052	25.3778	27.6582	20.3917	17.1717	21.7539	23.493	23.0897	17.0818	12.4791	14.0743
ENSMUSG00000063058	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063060	0	0.00773988	0	0	0	0	0	0	0	0
ENSMUSG00000063063	15.4385	15.607	31.9575	13.3247	19.2152	21.0342	19.9356	16.2464	22.0648	21.2982
ENSMUSG00000063065	198.272	195.6	31.7488	88.0989	13.4596	2.00714	7.65009	52.5656	53.3104	27.0158
ENSMUSG00000063077	241.592	279.638	583.394	473.046	0	502.183	496.535	420.342	362.773	271.201
ENSMUSG00000063080	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063087	1.83985	6.57883	2.90723	4.234	1.57579	2.36507	0.676392	2.18514	1.69235	11.5134
ENSMUSG00000063089	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063106	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063108	27.9663	33.6215	15.3302	16.1451	20.9587	13.8779	19.2169	19.0574	12.5946	8.3999
ENSMUSG00000063109	0	0	0	0.125319	0.0859432	0	0	0.133311	0.81669	0.556727
ENSMUSG00000063116	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063117	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063120	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063129	1.54695	0	0.178188	0.114475	0.0745212	0	0	0.0585228	0	0
ENSMUSG00000063130	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063133	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063137	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063142	52.1632	61.3486	108.405	90.388	148.915	77.1658	77.2294	76.6879	46.5664	47.7158
ENSMUSG00000063145	31.4414	22.6995	24.1552	13.7416	23.2404	16.0885	15.1106	16.1896	10.4196	27.3946
ENSMUSG00000063146	3.82863	6.54972	10.8412	8.58561	8.8683	11.3838	11.5282	12.7518	7.59021	10.455
ENSMUSG00000063157	0	0	0.263837	0	0	0	0	0	0	0
ENSMUSG00000063160	20.8418	10.9694	12.9392	9.76935	9.76808	16.5577	12.3411	11.2876	9.00834	3.16775
ENSMUSG00000063162	0	0	0	0	0	0	0	0	0	0.47969
ENSMUSG00000063163	0	0	0	0	0	0	0	0	0	0.0138158
ENSMUSG00000063166	0	0	0	0.0348777	0	0.0334552	0	0	0	0.0432661
ENSMUSG00000063171	1.79257	5.69404	3.54559	6.53552	4.13431	6.4843	4.01614	7.51948	30.3118	13.0886
ENSMUSG00000063172	18.3344	17.4036	6.49062	7.42636	9.22309	8.84853	10.766	7.65033	17.3528	23.4806
ENSMUSG00000063173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063176	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063177	0	0	0	0.127055	0	0	0	0	0	0.0685494
ENSMUSG00000063179	18.3788	12.2675	12.6441	16.1186	23.0549	15.1106	11.6994	14.0915	13.2442	18.2802
ENSMUSG00000063180	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063188	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063193	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063200	18.3018	13.2381	12.8086	11.3109	11.9393	15.8326	20.0696	21.9055	24.0613	20.0078
ENSMUSG00000063206	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063216	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063225	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063229	115.595	75.8325	247.625	182.98	269.372	172.369	224.185	237.054	68.0858	19.4371
ENSMUSG00000063230	0.0550666	0	0	0	0	0	0	0	0	0
ENSMUSG00000063232	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063234	0	0.0573837	0	0	0	0.146847	0.0224341	0	0.902168	0.07444
ENSMUSG00000063235	15.7747	5.50161	8.27419	9.69422	10.8934	9.77222	9.24126	6.26128	13.8064	15.404
ENSMUSG00000063236	20.9069	5.46032	5.10435	5.17328	8.11979	8.33605	6.48161	13.9787	11.2058	16.0252
ENSMUSG00000063239	0.614142	0.477365	0.914825	1.39103	0.302309	0.458793	0.746998	1.0283	4.20545	3.85382
ENSMUSG00000063240	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063245	0.0855295	0.306988	0.164828	0.185086	0.360272	0.623849	0.520723	0.21981	0.516722	0.218061
ENSMUSG00000063251	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063252	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063253	61.7081	92.2602	163.62	124.652	131.074	123.586	131.934	110.19	152.454	125.39
ENSMUSG00000063254	3.38217	3.16281	1.04066	1.42326	0.564473	2.02228	1.22419	0.480919	0.276132	1.08499
ENSMUSG00000063260	18.8316	13.6159	0.831187	4.35123	4.9983	1.32933	1.02885	1.55516	0.0103208	0
